Date,week_of,Verified Purchase,Recommended,Incentivized,Product shade,Rating,Review ID,Review Title,Review,Upvote,Downvote,Reviewer Name,Reviewer Description,AgeRange,SkinConcerns,Unnamed: 15
2012-02-23,19_Feb_2012,No,No,No,,5 stars,P4R5912,Does not get any better if you have sensitive skin,"Amazing product. I never want to be without it. I started to egt this rash. Nothing new for my 1/2 Irish skin. I was itchy and miserable. Still not sure if it was an allergy or stress related. It happens to me several times a year, and drs are at a loss. I am also breakout prone. With very oily skin in the summer, and combination skin in the winter. Rarely rarely dry except rare occasions when it is very windy. My point, this cream has had me covered no matter the issue. It stopped my itching from the rash, soothed the scratches from my scratching, moisturizes my dry skin, does not make me more oily, all that and it does not break me out. I am in love! Everything breaks me out. The word cream was very scary for my skin type. I am so glad I tried this. If you have dry skin patches, just load this on there at night. In the morning, you will have hydrated smooth skin. You need to use quite a bit on dry areas, but hardly need any on oilier areas.
I think a lot of people try this out for the body. It is great for almost any irritation. Common itches, rashes, wont sting eczema (my friend has it and she is the one who told me to try). I think it is okay on the body, if you are not dessert dry. If you are dessert dry, try it but use quite a bit. I like it for the body, but I prefer something a bit more thick for my elbows, feet, and hands. A actually use either foot or hand cream on all those areas.
I think the ultimate question is, would I buy this again? Yes. I actually intend on buying the large size after a month of using the smaller. I am not out of my smaller size, I just never want to be without it.",3,1,quesoluvr,"Fair skin tone, Oily skin",25-34,,1
2012-02-22,19_Feb_2012,No,No,No,,5 stars,P4R5913,Awesome moisturizer,"This product is awesome. I got a sample and I have been using it for a week at night and have really noticed a difference in my skin. It is noticably smoother, even my husband noticed it. I also have been using less makeup because my skin looks better overal. I will be ordering a full size soon.",0,1,grmichgal,"Light skin tone, Dry skin",25-34,,1
2012-02-22,19_Feb_2012,No,No,No,,5 stars,P4R5914,,"This is the BEST cream you can get for your face. If you have sensitive skin like me,don't worry it won't break you out,cause more redness or anything else. I have a sample of this. I have been using this for about a week and noticed a huge difference in my skin. It has gotten smoother,barely any redness,and most importantly it hydrates my skin.",0,0,lacilove,Fair skin tone,,,1
2012-02-22,19_Feb_2012,No,No,No,,2 stars,P4R5915,Very disappointed,With all the good reviews I thought it would hydrate much better. My hands does not stay hydrated as long as I thought. I guess I expected more than it can deliver.,0,1,,"Medium skin tone, Dry skin",18-24,Acne,1
2012-02-21,19_Feb_2012,No,No,No,,5 stars,P4R5916,a great surprise,"just received a sample of this repair cream and will be purchasing the full-size right away! incredible cream for dry canadian winters and can be used all over. not greasy at all, soaks up quickly, and its effects are long lasting.",0,0,lovelola13,Light skin tone,,,1
2012-02-21,19_Feb_2012,No,No,No,,5 stars,P4R5917,ultra repair cream,This product works very well for dry cracked skin.,0,0,sunshime,"Olive skin tone, Combination skin",45-54,,1
2012-02-20,19_Feb_2012,No,No,No,,5 stars,P4R5918,LOVE LOVE LOVE,"I adore this cream, i usually use it at night, before i go to bed. A little goes a long way, i take a little dab and rub it all over my face down my neck, and take the leftover and rub it on my hands. This cream can be used all over, but i manly use it on my face area. I don't recommend using it during the day considering there is no SPF. And gotta love the fact that there are no nasties!",0,0,xdaniidx,"Olive skin tone, Combination skin",,,1
2012-02-19,19_Feb_2012,No,No,No,,4 stars,P4R5919,Great moisturizer for dry skin,"The only reason this does not get 5 stars is for the smell. It smells a bit medicinal/menthol like when you first put it on but it works incredibly well. I have issues with dry skin in the winter and this really helped! A little goes a long way, so for the price you are getting a lot. Also, it absorbs quickly and does not make my skin too oily and it does not irritate my sensitive skin. Overall I would highly recommend this as a winter moisturizer!",0,0,razdaz,"Light skin tone, Combination skin",25-34,,1
2012-02-19,19_Feb_2012,No,No,No,,5 stars,P4R5920,,Love this cream! I have really dry skin and this is definatly helping me!,0,0,valerkins,"Light skin tone, Dry skin",,,1
2012-02-18,12_Feb_2012,No,No,No,,5 stars,P4R5921,Life saver,"I work in the medical field and am constantly washing my hands and using alcohol hand sanitizers to the point that the skin on my hands crack and bleed. This is the only lotion I've found so far that improves my skin. And its unscented, so I can wear it at work.",0,0,mbellsd,"Fair skin tone, Dry skin",25-34,,1
2012-02-17,12_Feb_2012,No,No,No,,5 stars,P4R5922,AMAZING,"I am absolutely obsessed with this lotion...to the point of creating an account to review it. Use it with your regular face wash and a clarisonic and your face will never look better! It's not greasy, has no fragrance, and will noty cause you to break out. I've actually been using it in replacement of primer. SO AMAZING.",0,0,broadwaybeauty,"Fair skin tone, Combination skin",,,1
2012-02-17,12_Feb_2012,No,No,No,,5 stars,P4R5923,Great Cream,Works wonders for extremely dry skin. Not all all greasy. Use at bedtime and under makeup,1,0,dh13,"Light skin tone, Combination skin",45-54,,1
2012-02-17,12_Feb_2012,No,No,No,,5 stars,P4R5924,Gets the job done!,I needed some emergency hydration for my legs do to the weather change. Worked like a charm!,0,0,faith7143,"Light skin tone, Combination skin",25-34,,1
2012-02-17,12_Feb_2012,No,No,No,,1 star,P4R5925,not for normal skin,"I have pretty normal skin, not to oily not to dry. I wanted something to use as an overnight cream and the saleswoman in sephora recommend this. Made my skin so greasy, I hated it.
I can see the benefit if you have skin irritations or extremely dry skin but it's not for normal skin.",1,4,makeupbee777,,,,1
2012-02-17,12_Feb_2012,No,No,No,,5 stars,P4R5926,The ultimate repair cream,I highly recommend this cream for eczema patients. I suffer with eczema on my feet. I apply this cream twice a day liberally to my entire foot. The best thing is I have no nightly itch anymore and I haven't used any prescription creams!,1,0,momenski,"Medium skin tone, Combination skin",45-54,,1
2012-02-17,12_Feb_2012,No,No,No,,3 stars,P4R5927,moisturizing..but!,"I love how this moisturizes my skin, i use it on my face @ night.
Purchased this because the sales lady told me it would be great for the redness on my face...unfortunately it doesn't work!! However it is a good night time moisturizer!",0,0,trishks,"Fair skin tone, Normal skin",45-54,,1
2012-02-14,12_Feb_2012,No,No,No,,5 stars,P4R5928,,This is a wonderful product! I even used it on my face (I have combination skin) and it didn't make my face look oily at all.,0,0,bty762,"Light skin tone, Combination skin",25-34,,1
2012-02-14,12_Feb_2012,No,No,No,,4 stars,P4R5929,,"a consultant put this on my face while i was trying other products and for my dry skin during the winter it works wonders! I can't stand a very greasy lotion, but this is thick and creamy and somehow not greasy at all. I have very sensitive skin as well and this didn't cause any flare ups. For the wi nter, i def recommend this!",0,0,hattieann,"Medium skin tone, Combination skin",,,1
2012-02-13,12_Feb_2012,No,No,No,,5 stars,P4R5930,The best ever!!!,The only lotion that I have used that isn't sticky & works for my eczema. Hands down the most amazing!,0,0,evielynn,"Light skin tone, Combination skin",35-44,,1
2012-02-13,12_Feb_2012,No,No,No,,3 stars,P4R5931,Nice and gentle,"Easy to spread, non-greasy. Haven't noticed any improvement on skin dryness - but happy to keep using it. Doesn't exacerbate redness or exzema which is good!",0,0,peejaym,"Fair skin tone, Combination skin",35-44,,1
2012-02-13,12_Feb_2012,No,No,No,,5 stars,P4R5932,Awesome moisturizer!,This is a great cream for nighttime. It's super thick but not greasy. Great for my sensitive skin.,0,0,redhead365,"Fair skin tone, Dry skin",25-34,,1
2012-02-13,12_Feb_2012,No,No,No,,5 stars,P4R5933,Miracle cream,"I have intermittent rashy-itchy breakouts on my face and it was driving me out of my mind. Sephora workers told me to try this stuff and I swear, overnight!, my rash was gone and my skin was almost completely back to normal. I want to slather it all over, but mostly I use it on my face and neck. I did put it on my cracked heels, too -- it's really wonderful stuff.",0,0,sarahmsmith,"Medium skin tone, Combination skin",Over54,,1
2012-02-12,12_Feb_2012,No,No,No,,5 stars,P4R5934,Eczema Healer,"I have moderate to severe eczema on my hands and some patches on my legs. I've been treated with oral antibiotics, steroids, and Rx ointment/cream. This is the first cream that I have used that has helped my hands retain moisture, alleviate itching from my eczema, and diminish eczema flare-ups. I can't express enough what an amazing product this. Best thing is I have had these results after only 1 week of use!",0,0,bellag2107,Olive skin tone,25-34,,1
2012-02-11,05_Feb_2012,No,No,No,,5 stars,P4R5935,The BEST cream EVER!!!!!!!,"If I could give this cream 10 stars I would! My face was severely dry with patches & flakes & NOTHING worked, I exfoliated & then moisturized with everything i could get my hands on, THEN I discovered this cream & after the first application it all stopped. I also had some patches on my legs & it worked on them also. I love this stuff, I wish I had a vat of it. HIGHLY recommended!! It's not heavy or greasy at all, very nice texture.",0,0,jmaem,"Light skin tone, Dry skin",Over54,,1
2012-02-11,05_Feb_2012,No,No,No,,4 stars,P4R5936,,This cream is very soft but not quite as moisturizing as I'd like. Very light so it's probably better for a summer moisturizer.,0,0,kimmio13,"Light skin tone, Combination skin",35-44,,1
2012-02-11,05_Feb_2012,No,No,No,,5 stars,P4R5937,THOROUGHLY IMPRESSED,"I had this weird, flaking dryness on my left hand in the crease between my thumb and pointer finger. It would not go away! This healed it with ONE USE! I have been using this product happily ever since. I HATE applying lotion during the day while doing stuff and working, being that it's usually greasy, et cetera. This stuff is barely noticeable. Very nice!!",1,0,seasaltyred,"Fair skin tone, Normal skin",25-34,,1
2012-02-10,05_Feb_2012,No,No,No,,4 stars,P4R5938,,"The cream is non-greasy and fast absorbing, but it didn't hydrate as much as I would have liked. I needed to reapply several times.",0,0,eponinehm,,,,1
2012-02-10,05_Feb_2012,No,No,No,,5 stars,P4R5939,This stuff is AWESOME! but hard to get into.,"If you look sensitive skin in the dictionary, I am there. Anything and everything makes my skin crawl, itch, etc. This stuff smells great and makes the itch sensation go away. Gone. Nothing. My only complaint is that I practically needed a jackhammer to get it open.",0,0,jfleece,,,,1
2012-02-10,05_Feb_2012,No,No,No,,3 stars,P4R5940,Won't buy again,Not at all impressed! This stuff actually dried my face. I'm glad I purchased the smaller tube to try it first. I think I will stick with my drugstore moisturizer,0,0,tcole2010,"Medium skin tone, Combination skin",25-34,,1
